NUTS1;NUTS2;NUTS3;NUTS3_NAME;DISTRICT_CODE;DISTRICT_NAME;LAU_CODE;LAU_NAME;TOUR_REG;REGION;STATUS;POP_TOTAL;AREA;ALTITUDE;REF_DATE
AT2;AT22;AT225;West- und Südsteiermark;616;Voitsberg;61629;Hirschegg-Pack ;Süd-Weststeiermark;Steirischer Zentralraum;Gemeinde;994;9889,06;896;01.01.2022
AT2;AT22;AT225;West- und Südsteiermark;616;Voitsberg;61630;Kainach bei Voitsberg ;Süd-Weststeiermark;Steirischer Zentralraum;Gemeinde;1599;8324,48;544;01.01.2022
AT2;AT22;AT225;West- und Südsteiermark;616;Voitsberg;61631;Köflach ;Süd-Weststeiermark;Steirischer Zentralraum;Stadtgemeinde;9673;4306,97;450;01.01.2022
AT2;AT22;AT225;West- und Südsteiermark;616;Voitsberg;61632;Maria Lankowitz ;Süd-Weststeiermark;Steirischer Zentralraum;Marktgemeinde;2759;10428,74;506;01.01.2022
AT2;AT22;AT225;West- und Südsteiermark;616;Voitsberg;61633;Söding-Sankt Johann ;Süd-Weststeiermark;Steirischer Zentralraum;Gemeinde;4163;1936,74;343;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61701;Albersdorf-Prebuch ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2269;1416,38;364;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61708;Fischbach ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1524;6170,23;992;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61710;Floing ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1209;1329,20;456;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61711;Gasen ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;872;3394,78;830;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61716;Markt Hartmannsdorf ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;2967;2928,55;329;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61719;Hofstätten an der Raab ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2329;1523,09;459;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61727;Ludersdorf-Wilfersdorf ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2514;1281,09;353;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61728;Miesenbach bei Birkfeld ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;659;1461,56;829;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61729;Mitterdorf an der Raab ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2130;2101,29;405;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61730;Mortantsch ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2231;1754,91;536;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61731;Naas ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1340;2084,45;537;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61740;Puch bei Weiz ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2046;2484,05;432;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61741;Ratten ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1073;2870,92;736;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61743;Rettenegg ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;704;7887,10;856;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61744;St. Kathrein am Hauenstein;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;622;1925,33;783;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61745;Sankt Kathrein am Offenegg ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1061;4034,69;965;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61746;St. Margarethen an der Raab;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;4158;4309,62;329;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61748;Sinabelkirchen ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;4454;3708,92;317;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61750;Strallegg ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1903;4198,57;849;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61751;Thannhausen ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2492;3351,44;481;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61756;Anger ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;3961;5383,83;471;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61757;Birkfeld ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;4972;8967,11;619;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61758;Fladnitz an der Teichalm ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1784;6637,45;696;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61759;Gersdorf an der Feistritz ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1759;3003,66;337;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61760;Gleisdorf ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Stadtgemeinde ;11200;3879,83;362;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61761;Gutenberg-Stenzengreith ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1630;2291,92;601;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61762;Ilztal ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2190;2245,96;331;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61763;Passail ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;4428;8491,58;653;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61764;Pischelsdorf am Kulm;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;3687;2814,82;381;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61765;Sankt Ruprecht an der Raab ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;5551;4111,08;379;01.01.2022
AT2;AT22;AT224;Oststeiermark;617;Weiz;61766;Weiz ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Stadtgemeinde;11791;1750,19;473;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62007;Fohnsdorf ;Urlaubsregion Murtal;Obersteiermark West;Gemeinde;7558;5470,66;738;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62008;Gaal ;Urlaubsregion Murtal;Obersteiermark West;Gemeinde;1318;19730,86;858;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62010;Hohentauern ;Urlaubsregion Murtal;Obersteiermark West;Gemeinde;380;9205,39;1272;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62014;Kobenz ;Urlaubsregion Murtal;Obersteiermark West;Marktgemeinde;1931;1764,60;621;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62021;Pusterwald ;Urlaubsregion Murtal;Obersteiermark West;Gemeinde;430;10522,63;1072;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62026;Sankt Georgen ob Judenburg ;Urlaubsregion Murtal;Obersteiermark West;Gemeinde;860;4431,72;737;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62032;Sankt Peter ob Judenburg ;Urlaubsregion Murtal;Obersteiermark West;Gemeinde;1069;5039,77;743;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62034;Seckau ;Urlaubsregion Murtal;Obersteiermark West;Marktgemeinde;1308;4626,60;851;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62036;Unzmarkt-Frauenburg ;Urlaubsregion Murtal;Obersteiermark West;Marktgemeinde;1270;3657,11;750;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62038;Zeltweg ;Urlaubsregion Murtal;Obersteiermark West;Stadtgemeinde;6962;867,31;656;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62039;Lobmingtal;Urlaubsregion Murtal;Obersteiermark West;Gemeinde;1860;5454,14;642;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62040;Judenburg ;Urlaubsregion Murtal;Obersteiermark West;Stadtgemeinde ;9557;6368,74;737;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62041;Knittelfeld ;Urlaubsregion Murtal;Obersteiermark West;Stadtgemeinde ;12603;1380,94;645;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62042;Obdach ;Urlaubsregion Murtal;Obersteiermark West;Marktgemeinde;3783;15924,05;868;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62043;Pöls-Oberkurzheim  ;Urlaubsregion Murtal;Obersteiermark West;Marktgemeinde;2922;6260,14;790;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62044;Pölstal;Urlaubsregion Murtal;Obersteiermark West;Marktgemeinde;2515;27063,43;918;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62045;Sankt Marein-Feistritz;Urlaubsregion Murtal;Obersteiermark West;Gemeinde;2057;7061,36;701;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62046;Sankt Margarethen bei Knittelfeld ;Urlaubsregion Murtal;Obersteiermark West;Gemeinde;2665;14819,87;633;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62047;Spielberg ;Urlaubsregion Murtal;Obersteiermark West;Stadtgemeinde ;5350;2969,52;663;01.01.2022
AT2;AT22;AT226;Westliche Obersteiermark;620;Murtal;62048;Weißkirchen in Steiermark ;Urlaubsregion Murtal;Obersteiermark West;Marktgemeinde;4847;14962,49;687;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62105;Breitenau am Hochlantsch ;Thermenland Steiermark - Oststeiermark;Obersteiermark Ost;Marktgemeinde;1602;6244,81;607;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62115;Krieglach ;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;5371;9379,53;608;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62116;Langenwang ;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;3877;7607,07;637;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62125;Pernegg an der Mur ;Region Graz;Obersteiermark Ost;Gemeinde;2493;8606,98;461;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62128;Sankt Lorenzen im Mürztal ;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;3722;3807,86;569;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62131;Spital am Semmering ;Hochsteiermark;Obersteiermark Ost;Gemeinde;1745;7273,27;774;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62132;Stanz im Mürztal ;Hochsteiermark;Obersteiermark Ost;Gemeinde;1821;7695,47;649;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62135;Turnau ;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;1571;13409,78;758;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62138;Aflenz ;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;2442;5510,81;760;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62139;Bruck an der Mur ;Hochsteiermark;Obersteiermark Ost;Stadtgemeinde ;15720;8545,32;486;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62140;Kapfenberg ;Hochsteiermark;Obersteiermark Ost;Stadtgemeinde ;22138;8208,25;501;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62141;Kindberg ;Hochsteiermark;Obersteiermark Ost;Stadtgemeinde ;8197;9066,20;565;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62142;Mariazell ;Hochsteiermark;Obersteiermark Ost;Stadtgemeinde ;3618;41413,77;860;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62143;Mürzzuschlag ;Hochsteiermark;Obersteiermark Ost;Stadtgemeinde ;8156;5138,11;674;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62144;Neuberg an der Mürz ;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;2356;27481,95;734;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62145;Sankt Barbara im Mürztal;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;6517;11259,26;588;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62146;Sankt Marein im Mürztal ;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;2871;2949,03;537;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62147;Thörl ;Hochsteiermark;Obersteiermark Ost;Marktgemeinde;2207;16643,40;643;01.01.2022
AT2;AT22;AT223;Östliche Obersteiermark;621;Bruck-Mürzzuschlag;62148;Tragöß-Sankt Katharein ;Hochsteiermark;Obersteiermark Ost;Gemeinde;1818;15451,76;650;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62202;Bad Blumau ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1584;3733,18;269;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62205;Buch-St. Magdalena;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2184;2631,57;453;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62206;Burgau ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;1063;1999,91;276;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62209;Ebersdorf ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1282;1721,80;307;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62211;Friedberg ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Stadtgemeinde;2652;2587,85;594;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62214;Greinbach ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1893;2337,98;422;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62216;Großsteinbach ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1282;2123,77;326;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62219;Hartberg ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Stadtgemeinde;6774;2153,59;358;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62220;Hartberg Umgebung ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2199;3041,77;349;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62226;Lafnitz ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1459;1553,87;412;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62232;Ottendorf an der Rittschein ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1595;1427,37;296;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62233;Pinggau ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;3135;5899,51;522;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62235;Pöllauberg ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2030;3386,89;750;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62242;Sankt Jakob im Walde ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1028;3025,52;927;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62244;Sankt Johann in der Haide ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2227;2353,27;370;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62245;Sankt Lorenzen am Wechsel ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1419;4850,23;725;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62247;Schäffern ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1340;3234,71;604;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62252;Söchau ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1461;1818,10;268;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62256;Stubenberg ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2205;3259,42;443;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62262;Wenigzell ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1397;3549,48;814;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62264;Bad Waltersdorf ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;3929;5212,72;291;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62265;Dechantskirchen ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2017;2885,22;516;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62266;Feistritztal;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2425;2573,57;356;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62267;Fürstenfeld ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Stadtgemeinde ;8774;5031,39;277;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62268;Grafendorf bei Hartberg ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;3189;4568,64;382;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62269;Großwilfersdorf ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2109;3824,42;274;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62270;Hartl ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2117;3375,23;364;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62271;Ilz ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;3731;3925,51;288;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62272;Kaindorf ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;3022;2786,54;331;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62273;Bad Loipersdorf ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1818;2505,43;246;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62274;Neudau ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;1496;1366,18;289;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62275;Pöllau ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;5958;8817,23;421;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62276;Rohr bei Hartberg ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1405;2769,66;340;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62277;Rohrbach an der Lafnitz ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;2640;2635,94;432;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62278;Vorau ;Thermenland Steiermark - Oststeiermark;Oststeiermark;Marktgemeinde;4650;8082,91;675;01.01.2022
AT2;AT22;AT224;Oststeiermark;622;Hartberg-Fürstenfeld;62279;Waldbach-Mönichwald;Thermenland Steiermark - Oststeiermark;Oststeiermark;Gemeinde;1435;5377,55;574;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62311;Edelsbach bei Feldbach ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde;1354;1608,92;307;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62314;Eichkögl ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde;1360;1494,09;420;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62326;Halbenrain ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;1728;3870,81;221;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62330;Jagerberg ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;1629;2903,27;377;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62332;Kapfenstein ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde;1538;2862,03;309;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62335;Klöch ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;1157;1639,73;280;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62343;Mettersdorf am Saßbach ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;1361;2269,50;278;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62368;Tieschen ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;1201;1809,53;260;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62372;Unterlamm ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde;1254;1670,19;277;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62375;Bad Gleichenberg ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde;5195;3872,57;295;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62376;Bad Radkersburg ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Stadtgemeinde ;3178;2994,43;209;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62377;Deutsch Goritz ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde;1777;3370,56;243;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62378;Fehring ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Stadtgemeinde ;7150;8707,86;270;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62379;Feldbach ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Stadtgemeinde ;13337;6712,47;283;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62380;Gnas ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;5990;8137,35;277;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62381;Kirchbach-Zerlach;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;3244;3905,14;329;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62382;Kirchberg an der Raab ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde;4564;4379,55;357;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62383;Mureck ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Stadtgemeinde ;3454;3868,11;237;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62384;Paldau ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;3142;3912,41;311;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62385;Pirching am Traubenberg ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde;2549;3150,66;354;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62386;Riegersburg ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;4944;7119,60;372;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62387;Sankt Anna am Aigen ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;2357;3265,81;411;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62388;Sankt Peter am Ottersbach ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;2909;4834,05;271;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62389;Sankt Stefan im Rosental ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;3832;4302,71;319;01.01.2022
AT2;AT22;AT224;Oststeiermark;623;Südoststeiermark;62390;Straden ;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;3492;5634,48;340;01.01.2022
